SITECODE,SITE,SITELAT,SITELONG,COUNTRY,ECOREGION,SURVEYDATE,SURVEYID,DEPTH,WATER TEMPERATURE.F,pH,SALINITY (parts per 1000)
JMP-S10,North Tail,-30.2645,114.975,Australia,Houtman,11/28/2009,6002250,5.3,82,8.2,36.5
JMP-S10,North Tail,-30.2645,114.975,Australia,Houtman,11/28/2009,6002251,5.4,75,8.1,36.9
JMP-S10,North Tail,-30.2645,114.975,Australia,Houtman,11/28/2009,6002252,5.5,76,8.2,36.6
JMP-S10,North Tail,-30.2645,114.975,Australia,Houtman,11/28/2009,6002253,6,79,8.1,36
JMP-S10,North Tail,-30.2645,114.975,Australia,Houtman,11/28/2009,6002254,6.2,79,7.8,35.1
JMP-S42,Outer Seaward Ledge,-30.29043,114.96651,Australia,Houtman,11/28/2009,6002271,10.8,77,7.8,34.9
JMP-S42,Outer Seaward Ledge,-30.29043,114.96651,Australia,Houtman,11/28/2009,6002272,11,76,8.2,36.7
JMP-S42,Outer Seaward Ledge,-30.29043,114.96651,Australia,Houtman,11/28/2009,6002273,11.1,81,8.1,36.3
JMP-S42,Outer Seaward Ledge,-30.29043,114.96651,Australia,Houtman,11/28/2009,6002274,11.2,77,8.2,36.3
JMP-S42,Outer Seaward Ledge,-30.29043,114.96651,Australia,Houtman,11/28/2009,6002275,11.5,78,8.1,36.8
JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002276,2,81,8.2,37
JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002277,3,81,8,35.8
JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002278,3.1,84,7.9,34.6
JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002279,3.2,78,7.9,36.6
JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002280,3.3,77,8,35.5
JMP-S44,Essex Rock,-30.35217,115.00283,Australia,Houtman,11/29/2009,6002281,3.4,78,7.9,36.8
JMP-S5,Escape Island,-30.32908,114.98772,Australia,Houtman,11/29/2009,6002283,3,73,8.1,35.2
JMP-S5,Escape Island,-30.32908,114.98772,Australia,Houtman,11/29/2009,6002284,3.1,78,8,34.5
JMP-S5,Escape Island,-30.32908,114.98772,Australia,Houtman,11/29/2009,6002285,5.5,75,8,35.4
JMP-S5,Escape Island,-30.32908,114.98772,Australia,Houtman,11/29/2009,6002286,6,79,8.2,34.5
JMP-S5,Escape Island,-30.32908,114.98772,Australia,Houtman,11/29/2009,6002287,6.1,84,8.2,34.1
JMP-S5,Escape Island,-30.32908,114.98772,Australia,Houtman,11/29/2009,6002288,7,84,8,36.3
JMP-S32,Offshore Hill River,-30.41333,114.98167,Australia,Houtman,11/30/2009,6002259,10,80,8,35.6
JMP-S32,Offshore Hill River,-30.41333,114.98167,Australia,Houtman,11/30/2009,6002260,10.1,80,8,34.8
JMP-S32,Offshore Hill River,-30.41333,114.98167,Australia,Houtman,11/30/2009,6002261,10.2,82,7.9,36.7
JMP-S32,Offshore Hill River,-30.41333,114.98167,Australia,Houtman,11/30/2009,6002262,10.3,84,7.8,34
JMP-S32,Offshore Hill River,-30.41333,114.98167,Australia,Houtman,11/30/2009,6002263,10.4,80,8.2,35.4
JMP-S36,Inshore Boullanger Island,-30.3461,115.03757,Australia,Houtman,12/1/2009,6002268,4,75,8,35.7
PS16,Seahorse gardens,-32.71515,152.15036,Australia,Manning-Hawkesbury,12/5/2009,2001962,7.5,77,8.2,36
PPB5,Cottage by the Sea,-38.27462,144.64918,Australia,Bassian,12/5/2009,3000207,4.5,77,8.2,36.2
PPB5,Cottage by the Sea,-38.27462,144.64918,Australia,Bassian,12/5/2009,3000208,5,81,8.1,36.5
PPB44,Pt Lonsdale Outer Reef,-38.2941,144.6173,Australia,Bassian,12/6/2009,3000216,2,82,8.1,35
PPB44,Pt Lonsdale Outer Reef,-38.2941,144.6173,Australia,Bassian,12/6/2009,3000217,2.1,74,7.9,35.9
PPH-S12,Annulus (Popes Eye),-38.27670215,144.6976173,Australia,Bassian,12/7/2009,3000228,1.8,76,8.2,34.6
PPH-S12,Annulus (Popes Eye),-38.27670215,144.6976173,Australia,Bassian,12/7/2009,3000229,10,82,7.8,34.5
PPH-S12,Annulus (Popes Eye),-38.27670215,144.6976173,Australia,Bassian,12/7/2009,3000230,7,74,8,36.1
PPH-S12,Annulus (Popes Eye),-38.27670215,144.6976173,Australia,Bassian,12/7/2009,3000231,8.2,82,8.2,35.5
PPH-S11,Lonsdale Kelp Inner,-38.28536952,144.6275046,Australia,Bassian,12/7/2009,3000232,12,76,7.8,35.4
DE35,Flowerpot Point,-43.190985,147.254505,Australia,Bassian,12/7/2009,7000477,2.5,82,7.9,36.2
DE13,OpossumBay,-42.97758,147.39237,Australia,Bassian,12/8/2009,7000412,3.5,77,8,35
DE13,OpossumBay,-42.97758,147.39237,Australia,Bassian,12/8/2009,7000413,5,79,8.2,34.2
DE13,OpossumBay,-42.97758,147.39237,Australia,Bassian,12/8/2009,7000414,6,82,7.9,34.9
DE14,PigeonHole,-43.00722,147.39797,Australia,Bassian,12/8/2009,7000415,3.5,78,7.8,36.9
DE14,PigeonHole,-43.00722,147.39797,Australia,Bassian,12/8/2009,7000416,5,75,8,36.6
DE14,PigeonHole,-43.00722,147.39797,Australia,Bassian,12/8/2009,7000417,7,81,8.1,34.6
DE15,BoroniaReef,-42.99007,147.33,Australia,Bassian,12/8/2009,7000418,3,75,8.1,37
DE15,BoroniaReef,-42.99007,147.33,Australia,Bassian,12/8/2009,7000419,4,76,7.9,36.3
DE16,LindersfarneYachtClub,-42.85313,147.3509,Australia,Bassian,12/9/2009,7000420,3,83,8,35.3
DE16,LindersfarneYachtClub,-42.85313,147.3509,Australia,Bassian,12/9/2009,7000421,4,82,8.2,34.8
DE17,RosnyPoint,-42.87595,147.3558,Australia,Bassian,12/9/2009,7000422,3.5,76,7.8,36.2
DE17,RosnyPoint,-42.87595,147.3558,Australia,Bassian,12/9/2009,7000423,4,84,7.8,35.9
DE18,CSIROPoint,-42.88832,147.3391,Australia,Bassian,12/9/2009,7000424,4,77,8.1,35.5
DE18,CSIROPoint,-42.88832,147.3391,Australia,Bassian,12/9/2009,7000425,7.5,79,8.1,34.6
SYD18,Bare Island South,-33.992761,151.230399,Australia,Manning-Hawkesbury,12/10/2009,2001251,9,84,8,36.6
SYD19,Bare Island,-33.992931,151.231843,Australia,Manning-Hawkesbury,12/10/2009,2001456,6,82,8,34.5
SYD19,Bare Island,-33.992931,151.231843,Australia,Manning-Hawkesbury,12/10/2009,2001457,7,74,8,34.4
SYD19,Bare Island,-33.992931,151.231843,Australia,Manning-Hawkesbury,12/10/2009,2001458,10,82,7.9,34.2
DE20,AllumCliffs,-42.96991,147.3402,Australia,Bassian,12/10/2009,7000429,6,81,8.2,35.3
DE20,AllumCliffs,-42.96991,147.3402,Australia,Bassian,12/10/2009,7000430,7.6,73,8,34.7
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000967,4,82,7.8,35
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000968,4.1,82,8,36.8
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000969,5,77,8.1,35.7
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000970,6,82,8.2,35.2
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000971,6.1,79,7.9,36.1
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000972,6.4,80,8.2,34.5
SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000973,7,81,8.2,35.9
JBMP23,Honeymoon Bay,-35.0576,150.7752,Australia,Cape Howe,12/12/2009,2002386,3,75,8.2,37
WA39,Mettams Pool,-31.8678,115.75136,Australia,Houtman,12/12/2009,6002209,3.5,81,8.1,35.4
SYD34,Camp Cove middle reef,-33.839307,151.277744,Australia,Manning-Hawkesbury,12/13/2009,2000866,4,82,7.8,36.2
SYD34,Camp Cove middle reef,-33.839307,151.277744,Australia,Manning-Hawkesbury,12/13/2009,2000867,5,84,7.8,35.5
SYD28,Neilsen Park East,-33.849696,151.267342,Australia,Manning-Hawkesbury,12/13/2009,2000985,3,83,8,35.8
SYD28,Neilsen Park East,-33.849696,151.267342,Australia,Manning-Hawkesbury,12/13/2009,2000986,4.8,75,8.1,35.3
SYD28,Neilsen Park East,-33.849696,151.267342,Australia,Manning-Hawkesbury,12/13/2009,2000987,5,81,7.8,35.4
SYD46,Little Manly Bay,-33.808495,151.2845,Australia,Manning-Hawkesbury,12/13/2009,2001354,3,79,7.9,35.1
SYD46,Little Manly Bay,-33.808495,151.2845,Australia,Manning-Hawkesbury,12/13/2009,2001355,3.5,84,7.9,36.1
NSW21,BAIT REEF BLACKSMITHS BEACH,-33.08017,151.66184,Australia,Manning-Hawkesbury,12/19/2009,2001034,4.8,80,8,35.6
NSW21,BAIT REEF BLACKSMITHS BEACH,-33.08017,151.66184,Australia,Manning-Hawkesbury,12/19/2009,2001035,12.1,79,8,34.8
NSW14,Moon Island South,-33.09248,151.66519,Australia,Manning-Hawkesbury,12/19/2009,2001036,9.5,75,7.9,34.4
PS25,Jimmys Beach Barnes Rocks,-32.6827,152.15836,Australia,Manning-Hawkesbury,12/25/2009,2001117,3,84,8,34.4
BMP2,Potato Point - Bills Bommie,-36.09276,150.13934,Australia,Cape Howe,12/27/2009,2001106,5,77,7.9,36.2
TAS68,Don Heads,-41.153103,146.320085,Australia,Bassian,12/27/2009,7000589,5.5,82,8.1,36.8
PS15,Kingsley Point,-32.79135,152.10784,Australia,Manning-Hawkesbury,1/6/2010,2001968,7,76,7.8,35.4
TAS46,NorthBruny,-43.06995,147.36634,Australia,Bassian,1/6/2010,7000471,6.5,79,8.1,35.2
TAS46,NorthBruny,-43.06995,147.36634,Australia,Bassian,1/6/2010,7000472,9,83,8.2,34
DE33,IronPot,-43.058432,147.416167,Australia,Bassian,1/6/2010,7000473,6,81,8.2,35.3
DE33,IronPot,-43.058432,147.416167,Australia,Bassian,1/6/2010,7000474,10.6,84,7.8,36.4
DE34,Lucas Point,-43.0307,147.3388,Australia,Bassian,1/6/2010,7000475,10,73,8.2,36.9
DE34,Lucas Point,-43.0307,147.3388,Australia,Bassian,1/6/2010,7000476,10.1,79,8.1,36.5
BMP1,Guerilla Bay Island South,-35.825895,150.22657,Australia,Cape Howe,1/7/2010,2001017,4,84,8,36.6
BMP1,Guerilla Bay Island South,-35.825895,150.22657,Australia,Cape Howe,1/7/2010,2001018,12,81,8.1,34.7
PS11,Fingal Sponges Fingal Island,-32.74119,152.20733,Australia,Manning-Hawkesbury,1/9/2010,2001834,17,76,8.1,35.4
PS11,Fingal Sponges Fingal Island,-32.74119,152.20733,Australia,Manning-Hawkesbury,1/9/2010,2001835,18,75,7.8,36.6
SYD21,South Maroubra,-33.953801,151.261332,Australia,Manning-Hawkesbury,1/11/2010,2001250,4.5,80,7.8,36.6
DE24,Piersons Pt North,-43.04787,147.34509,Australia,Bassian,1/11/2010,7000431,5,73,7.9,37
DE24,Piersons Pt North,-43.04787,147.34509,Australia,Bassian,1/11/2010,7000432,5.1,83,8,34.4
DE24,Piersons Pt North,-43.04787,147.34509,Australia,Bassian,1/11/2010,7000433,5.2,77,7.9,34.4
DE24,Piersons Pt North,-43.04787,147.34509,Australia,Bassian,1/11/2010,7000434,5.3,81,8,36.5
DE25,Nth Lucas Pt,-43.03203,147.33765,Australia,Bassian,1/11/2010,7000435,5,79,7.9,35.3
DE25,Nth Lucas Pt,-43.03203,147.33765,Australia,Bassian,1/11/2010,7000436,5.1,75,7.9,34.1
DE25,Nth Lucas Pt,-43.03203,147.33765,Australia,Bassian,1/11/2010,7000437,5.2,83,7.8,35.2
DE25,Nth Lucas Pt,-43.03203,147.33765,Australia,Bassian,1/11/2010,7000438,5.3,83,8,35.8
DE26,Kingston Beach Nth,-42.971127,147.339222,Australia,Bassian,1/11/2010,7000439,5,81,7.9,36.9
DE26,Kingston Beach Nth,-42.971127,147.339222,Australia,Bassian,1/11/2010,7000440,5.1,81,7.9,36
DE26,Kingston Beach Nth,-42.971127,147.339222,Australia,Bassian,1/11/2010,7000441,5.2,83,8.2,36.2
DE26,Kingston Beach Nth,-42.971127,147.339222,Australia,Bassian,1/11/2010,7000442,5.3,78,7.9,36.8
DE27,Blackmans Bay Cave,-42.99599,147.33045,Australia,Bassian,1/12/2010,7000443,3.5,77,8.2,36.8
DE27,Blackmans Bay Cave,-42.99599,147.33045,Australia,Bassian,1/12/2010,7000444,5,73,8.1,34.2
DE28,Opossum Bay,-42.99214,147.39795,Australia,Bassian,1/13/2010,7000445,4,79,8,36.4
DE28,Opossum Bay,-42.99214,147.39795,Australia,Bassian,1/13/2010,7000446,5,74,8,36.2
DE28,Opossum Bay,-42.99214,147.39795,Australia,Bassian,1/13/2010,7000447,5.1,78,7.8,35.2
DE29,Fossil Cliffs,-43.0204,147.33343,Australia,Bassian,1/13/2010,7000448,5,81,7.9,35
DE29,Fossil Cliffs,-43.0204,147.33343,Australia,Bassian,1/13/2010,7000449,5.1,83,7.9,36.4
DE29,Fossil Cliffs,-43.0204,147.33343,Australia,Bassian,1/13/2010,7000450,5.5,77,7.9,35.9
PPB7,Portarlington Pier,-38.11053,144.65227,Australia,Bassian,1/20/2010,3000082,1.7,78,7.9,35.1
PPB7,Portarlington Pier,-38.11053,144.65227,Australia,Bassian,1/20/2010,3000083,1.8,80,8.1,36.7
PPB7,Portarlington Pier,-38.11053,144.65227,Australia,Bassian,1/20/2010,3000084,1.9,75,8,36.8
PPB7,Portarlington Pier,-38.11053,144.65227,Australia,Bassian,1/20/2010,3000085,3.3,81,8.2,34
PPB7,Portarlington Pier,-38.11053,144.65227,Australia,Bassian,1/20/2010,3000086,3.5,79,7.8,35
PPB8,St.Leonards Pier-Rock wall,-38.17019,144.721645,Australia,Bassian,1/20/2010,3000087,3,73,8.1,36.8
PPB8,St.Leonards Pier-Rock wall,-38.17019,144.721645,Australia,Bassian,1/20/2010,3000088,3.5,78,8.2,35.3
PPB9,Quarrantine Reef,-38.314033,144.7025,Australia,Bassian,1/21/2010,3000100,1.5,78,8,34.8
PPB9,Quarrantine Reef,-38.314033,144.7025,Australia,Bassian,1/21/2010,3000101,2,74,7.9,36.8
HMASCAN,Hmas Canberra,-38.296239,144.532359,Australia,Bassian,1/21/2010,3000102,18,83,8,35.8
PPB16,Steeles Rocks,-38.11666,144.68333,Australia,Bassian,1/23/2010,3000129,1.5,83,7.9,34.6
PPB16,Steeles Rocks,-38.11666,144.68333,Australia,Bassian,1/23/2010,3000130,2,73,8,36.7
PPB17,South Werribee  Duncans Rd,-37.97092,144.70294,Australia,Bassian,1/26/2010,3000161,2,80,8,34.8
PPB17,South Werribee  Duncans Rd,-37.97092,144.70294,Australia,Bassian,1/26/2010,3000162,2.5,83,7.9,34.1
PPB18,Altona Beach,-37.87174,144.83947,Australia,Bassian,1/26/2010,3000163,1,79,8,35.7
DE30,Kingston Beach Yacht Club,-42.984489,147.326035,Australia,Bassian,1/30/2010,7000453,1.5,78,8.1,35.2
PS13,Pipeline,-32.71802,152.14133,Australia,Manning-Hawkesbury,1/31/2010,2001942,5,75,8,34.7
WA91,Lionfishcave - Rottnest,-31.97733,115.51566,Australia,Leeuwin,1/31/2010,6002863,21,78,8.1,35.7
DE43,Bedlam Walls North,-42.832017,147.327283,Australia,Bassian,2/1/2010,7000499,4,76,8.1,36.3
DE43,Bedlam Walls North,-42.832017,147.327283,Australia,Bassian,2/1/2010,7000500,4.1,75,8.2,36.9
DE44,Bedlam Walls South,-42.837917,147.33123,Australia,Bassian,2/1/2010,7000501,4,73,7.9,35.6
DE44,Bedlam Walls South,-42.837917,147.33123,Australia,Bassian,2/1/2010,7000502,4.1,77,8,36.2
PPB14,Rye Pier step off,-38.366166,144.82295,Australia,Bassian,2/3/2010,3000181,4,83,8.1,35.8
DE45,Point South of Gielston Bay,-42.844333,147.337633,Australia,Bassian,2/3/2010,7000503,3,79,7.9,35.4
DE45,Point South of Gielston Bay,-42.844333,147.337633,Australia,Bassian,2/3/2010,7000504,3.1,83,7.9,35.4
DE46,Lindisfarne Sth,-42.861017,147.3501,Australia,Bassian,2/3/2010,7000505,2,81,8.1,34.4
DE46,Lindisfarne Sth,-42.861017,147.3501,Australia,Bassian,2/3/2010,7000506,2.1,74,8.2,35.1
DE47,Rosny Point North,-42.87191,147.35037,Australia,Bassian,2/4/2010,7000507,4.2,78,7.9,34.9
DE47,Rosny Point North,-42.87191,147.35037,Australia,Bassian,2/4/2010,7000508,4.3,78,8.2,35.4
DE49,Bellerieve/Howrah Bluff,-42.88249,147.38543,Australia,Bassian,2/4/2010,7000511,5.2,79,7.9,34.5
DE49,Bellerieve/Howrah Bluff,-42.88249,147.38543,Australia,Bassian,2/4/2010,7000512,5.3,75,8.1,35.3
BR2,East Yeerung,-37.79535,148.78586,Australia,Cape Howe,2/9/2010,3000241,8,77,8.1,36
BR2,East Yeerung,-37.79535,148.78586,Australia,Cape Howe,2/9/2010,3000242,9,81,7.9,34.4
DE36,Tranmere Point,-42.93042,147.40926,Australia,Bassian,2/10/2010,7000481,3,77,8,35.9
DE36,Tranmere Point,-42.93042,147.40926,Australia,Bassian,2/10/2010,7000482,3.1,73,7.8,36.9
DE37,Crayfish Point,-42.95313,147.35453,Australia,Bassian,2/10/2010,7000483,4,78,7.9,35
DE37,Crayfish Point,-42.95313,147.35453,Australia,Bassian,2/10/2010,7000484,4.1,84,7.8,36.5
DE38,Blackmans Bay Blowhole,-42.99837,147.32967,Australia,Bassian,2/11/2010,7000485,5,75,8,35
DE38,Blackmans Bay Blowhole,-42.99837,147.32967,Australia,Bassian,2/11/2010,7000486,5.1,81,8,34
DE38,Blackmans Bay Blowhole,-42.99837,147.32967,Australia,Bassian,2/11/2010,7000487,5.2,83,7.8,36.1
DE38,Blackmans Bay Blowhole,-42.99837,147.32967,Australia,Bassian,2/11/2010,7000488,5.3,79,8.2,34.8
DE39,Alum Cliffs,-42.96663,147.34187,Australia,Bassian,2/11/2010,7000489,5,77,8.1,35.6
DE39,Alum Cliffs,-42.96663,147.34187,Australia,Bassian,2/11/2010,7000490,5.1,82,8,35.8
DE40,Battery Point,-42.88971,147.33942,Australia,Bassian,2/11/2010,7000491,2,82,7.9,36
DE40,Battery Point,-42.88971,147.33942,Australia,Bassian,2/11/2010,7000492,2.1,82,7.9,36.3
LHI34,Neds Beach,-31.5134,159.06903,Australia,Lord Howe and Norfolk Islands,2/12/2010,2001708,10,75,8.1,34.1
LHI34,Neds Beach,-31.5134,159.06903,Australia,Lord Howe and Norfolk Islands,2/12/2010,2001709,11,77,8,36.4
LHI34,Neds Beach,-31.5134,159.06903,Australia,Lord Howe and Norfolk Islands,2/12/2010,2001710,11.1,83,7.9,36.8
DE41,White Rock  South Arm,-42.97744,147.39232,Australia,Bassian,2/12/2010,7000493,4,78,7.8,34.1
DE41,White Rock  South Arm,-42.97744,147.39232,Australia,Bassian,2/12/2010,7000494,4.1,74,8,34.6
DE41,White Rock  South Arm,-42.97744,147.39232,Australia,Bassian,2/12/2010,7000495,4.2,74,8.1,36.5
DE41,White Rock  South Arm,-42.97744,147.39232,Australia,Bassian,2/12/2010,7000496,4.3,76,8.2,36.4
DE42,Cornelian Bay,-42.85181,147.32785,Australia,Bassian,2/12/2010,7000497,2,83,7.8,36
DE42,Cornelian Bay,-42.85181,147.32785,Australia,Bassian,2/12/2010,7000498,2.1,84,8.1,35.2
LHI45,Malabar Deep,-31.50823,159.05395,Australia,Lord Howe and Norfolk Islands,2/13/2010,2001749,18,78,8.2,36.5
LHI45,Malabar Deep,-31.50823,159.05395,Australia,Lord Howe and Norfolk Islands,2/13/2010,2001750,19,74,7.8,36.8
LHI45,Malabar Deep,-31.50823,159.05395,Australia,Lord Howe and Norfolk Islands,2/13/2010,2001751,21,79,7.9,35.4
LHI38,North Bay 2,-31.52113,159.04688,Australia,Lord Howe and Norfolk Islands,2/14/2010,2001718,1.5,76,8.1,35.3
LHI38,North Bay 2,-31.52113,159.04688,Australia,Lord Howe and Norfolk Islands,2/14/2010,2001719,1.9,77,7.9,34.4
LHI38,North Bay 2,-31.52113,159.04688,Australia,Lord Howe and Norfolk Islands,2/14/2010,2001720,2,77,8.2,34.7
LHI38,North Bay 2,-31.52113,159.04688,Australia,Lord Howe and Norfolk Islands,2/14/2010,2001721,2.5,79,8.2,34.4
LHI38,North Bay 2,-31.52113,159.04688,Australia,Lord Howe and Norfolk Islands,2/14/2010,2001722,2.9,74,7.9,36.8
TAS58,Cape Paul Lamanon,-42.84232,147.91786,Australia,Bassian,2/14/2010,7000470,12,83,7.8,34.2
LHI47,Neds Beach,-31.51793,159.06675,Australia,Lord Howe and Norfolk Islands,2/17/2010,2001754,2.3,84,7.8,35.1
LHI47,Neds Beach,-31.51793,159.06675,Australia,Lord Howe and Norfolk Islands,2/17/2010,2001755,3,81,8.2,35.7
LHI47,Neds Beach,-31.51793,159.06675,Australia,Lord Howe and Norfolk Islands,2/17/2010,2001756,3.5,84,8.2,36.7
LHI47,Neds Beach,-31.51793,159.06675,Australia,Lord Howe and Norfolk Islands,2/17/2010,2001757,3.6,79,8.2,34.3
SYD37,Middle Head Sth 2,-33.83036,151.26378,Australia,Manning-Hawkesbury,2/20/2010,2000904,4.9,75,7.8,34
SYD37,Middle Head Sth 2,-33.83036,151.26378,Australia,Manning-Hawkesbury,2/20/2010,2000905,7.1,73,8,35.9
SYD37,Middle Head Sth 2,-33.83036,151.26378,Australia,Manning-Hawkesbury,2/20/2010,2000906,7.6,76,7.9,34
SYD45,Dobroyd Head,-33.81322,151.27238,Australia,Manning-Hawkesbury,2/20/2010,2000923,4.8,84,8.2,34.4
SYD45,Dobroyd Head,-33.81322,151.27238,Australia,Manning-Hawkesbury,2/20/2010,2000924,5.8,79,7.8,36.6
SYD45,Dobroyd Head,-33.81322,151.27238,Australia,Manning-Hawkesbury,2/20/2010,2000925,7.5,75,8.1,36.1
NSW38,Baitgrounds,-32.17917,152.52194,Australia,Manning-Hawkesbury,2/20/2010,2001410,6.2,81,7.8,36.6
NSW38,Baitgrounds,-32.17917,152.52194,Australia,Manning-Hawkesbury,2/20/2010,2001411,6.4,83,8.2,35.2
SYD1,Kiribilly House,-33.85186,151.21997,Australia,Manning-Hawkesbury,2/21/2010,2001909,1.5,75,8,35.8
SYD1,Kiribilly House,-33.85186,151.21997,Australia,Manning-Hawkesbury,2/21/2010,2001910,1.6,82,8,34.5
SYD2,Fort Denison,-33.85529,151.22484,Australia,Manning-Hawkesbury,2/21/2010,2001917,2,83,8.2,34.2
SYD2,Fort Denison,-33.85529,151.22484,Australia,Manning-Hawkesbury,2/21/2010,2001918,3,75,8.1,34.3
SYD3,Clarke Island,-33.86328,151.24196,Australia,Manning-Hawkesbury,2/21/2010,2001919,2,83,8.1,36.3
SYD3,Clarke Island,-33.86328,151.24196,Australia,Manning-Hawkesbury,2/21/2010,2001920,2.5,82,7.9,34.2
SYD4,Bradleys Heads,-33.85133,151.24823,Australia,Manning-Hawkesbury,2/21/2010,2001921,2,81,8.1,35.1
SYD4,Bradleys Heads,-33.85133,151.24823,Australia,Manning-Hawkesbury,2/21/2010,2001922,2.1,74,7.8,35.3
PPB20,Williamstown  SLSC,-37.86859,144.8881,Australia,Bassian,2/21/2010,3000107,2,80,8.1,36.1
PPB20,Williamstown  SLSC,-37.86859,144.8881,Australia,Bassian,2/21/2010,3000108,2.5,76,8.1,35.7
SYD5,Shark Island,-33.85772,151.25629,Australia,Manning-Hawkesbury,2/22/2010,2001923,2,81,8.2,36.9
SYD5,Shark Island,-33.85772,151.25629,Australia,Manning-Hawkesbury,2/22/2010,2001924,2.5,79,8.1,36.2
SYD5,Shark Island,-33.85772,151.25629,Australia,Manning-Hawkesbury,2/22/2010,2001925,2.7,73,8,36
SYD6,Steel Point,-33.85595,151.26602,Australia,Manning-Hawkesbury,2/22/2010,2001926,1.4,79,7.8,34.7
SYD6,Steel Point,-33.85595,151.26602,Australia,Manning-Hawkesbury,2/22/2010,2001927,2,79,8.1,34.9
SYD7,Berrys Bay Point,-33.84819,151.19383,Australia,Manning-Hawkesbury,2/22/2010,2001928,2,75,7.9,37
SYD7,Berrys Bay Point,-33.84819,151.19383,Australia,Manning-Hawkesbury,2/22/2010,2001929,2.1,73,7.8,36.6
PPB25,St Leonards Reef,-38.17019,144.721645,Australia,Bassian,2/22/2010,3000119,2,79,7.9,36.7
PPB26,Indented Head North,-38.132533,144.7099,Australia,Bassian,2/22/2010,3000120,2,73,7.8,34.3
PPB37,Indented Head Reef,-38.13935,144.71455,Australia,Bassian,2/22/2010,3000121,2,79,8.2,36.8
SYD8,Shark Island SE,-33.85966,151.25916,Australia,Manning-Hawkesbury,2/23/2010,2001930,2.5,73,7.8,34.3
SYD8,Shark Island SE,-33.85966,151.25916,Australia,Manning-Hawkesbury,2/23/2010,2001931,4,78,8.2,36.2
SYD9,Neilson Bay,-33.852053,151.263956,Australia,Manning-Hawkesbury,2/23/2010,2001932,5,77,7.8,35.3
SYD9,Neilson Bay,-33.852053,151.263956,Australia,Manning-Hawkesbury,2/23/2010,2001933,6,78,8,36.4
PPB38,Sorrento Pier,-38.335316,144.745516,Australia,Bassian,2/23/2010,3000132,3,77,7.9,36.4
JBMP37,Murrays Reef,-35.1257,150.75189,Australia,Cape Howe,2/24/2010,2000902,4,78,8.1,34.1
SYD10,Georges Head,-33.83785,151.26139,Australia,Manning-Hawkesbury,2/24/2010,2001911,4,73,8,35.9
SYD10,Georges Head,-33.83785,151.26139,Australia,Manning-Hawkesbury,2/24/2010,2001912,4.5,81,8.2,35.8
SYD11,Barmoral Bay,-33.81729,151.25331,Australia,Manning-Hawkesbury,2/24/2010,2001913,3,73,7.9,35.2
SYD11,Barmoral Bay,-33.81729,151.25331,Australia,Manning-Hawkesbury,2/24/2010,2001914,4,80,8.2,35.9
PPB42,White Cliffs,-38.34413,144.759083,Australia,Bassian,2/24/2010,3000142,1.6,74,7.9,35
PPB39,Nepean Point South,-38.30606,144.648683,Australia,Bassian,2/24/2010,3000143,2,73,7.8,35.6
PPB27,Nepean Reef,-38.30423,144.646083,Australia,Bassian,2/25/2010,3000149,8,74,8.2,35.2
PPH-S5,Shortland Bluff,-38.27528186,144.6554948,Australia,Bassian,2/26/2010,3000164,3,76,7.8,34.3
PPH-S5,Shortland Bluff,-38.27528186,144.6554948,Australia,Bassian,2/26/2010,3000165,4,73,7.9,36.9
PPB45,Inner Jordan Rd,-38.27935,144.619716,Australia,Bassian,2/26/2010,3000167,2,79,7.9,35.8
PPB45,Inner Jordan Rd,-38.27935,144.619716,Australia,Bassian,2/26/2010,3000168,3,75,7.9,35.8
NSW29,Western Big Seal Rock,-32.431837,152.536752,Australia,Manning-Hawkesbury,2/27/2010,2001901,11.1,80,7.8,36.7
PS10,Fingal Bay Point - West,-32.74782,152.17318,Australia,Manning-Hawkesbury,3/6/2010,2001350,3,82,7.8,35
PPB13,Point Cooke Marine Sanctuary,-37.92617,144.79505,Australia,Bassian,3/6/2010,3000212,1,78,7.9,36.8
PPB13,Point Cooke Marine Sanctuary,-37.92617,144.79505,Australia,Bassian,3/6/2010,3000213,2,74,7.9,35
WA24,Dalyellup offshore,-33.39121,115.58683,Australia,Leeuwin,3/7/2010,6002111,11.1,78,8.2,35.2
