event_uuid,locationID,locality,decimalLatitude,decimalLongitude,country,higherGeography,eventDate,fieldNumber,minimumDepthInMeters,WATER.TEMPERATURE.F,WATER.TEMPERATURE.F_detBy,WATER.TEMPERATURE.F_unit,WATER.TEMPERATURE.F_accuracy,WATER.TEMPERATURE.F_method,pH,pH_detBy,pH_unit,pH_accuracy,pH_detDate,pH_method,pH_remarks,SALINITY.parts.per.1000,SALINITY.parts.per.1000_detBy,SALINITY.parts.per.1000_unit,SALINITY.parts.per.1000_accuracy,SALINITY.parts.per.1000_detDate,SALINITY.parts.per.1000_method,SALINITY.parts.per.1000_remarks
8cc51dbf-7a68-11e6-bb23-23fbc77e3390,SA6,Mouth of Baird Bay,-33.18679,134.3529,Australia,South Australian Gulfs,2/23/2009,5000390,3.5,75,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36,QQ,ppt,0.1,NA,NA,NA
8ced951c-7a68-11e6-bb23-23fbc77e3390,KER12,Milne Rocks W,-29.280891,-177.90442,New Zealand,Kermadec Island,1/1/2013,912342427,7,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.5,QQ,ppt,0.1,NA,NA,NA
8cbf9efb-7a68-11e6-bb23-23fbc77e3390,JBMP43,Nursery steps,-35.11295,150.76569,Australia,Cape Howe,2/18/2008,2001571,9.8,74,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8cbedb82-7a68-11e6-bb23-23fbc77e3390,ETP206,Punta Damas,7.516716667,-81.67083333,Panama,Nicoya,3/28/2007,507003615,3,82,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8cdf1386-7a68-11e6-bb23-23fbc77e3390,BMP-S15,Burrewarra Point,-35.83132,150.23347,Australia,Cape Howe,1/13/2012,912340171,10.3,75,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cd85b22-7a68-11e6-bb23-23fbc77e3390,JBMP-S18,Bristol Pt,-35.1343842,150.726654,Australia,Cape Howe,4/15/2011,2002708,4.3,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8ceb23aa-7a68-11e6-bb23-23fbc77e3390,PAC108,Lady Alice Island,-35.88534,174.72523,New Zealand,Northeastern New Zealand,10/24/2012,912342793,8,79,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cd0435a-7a68-11e6-bb23-23fbc77e3390,RI8,Fish Hook Bay,-32.02435,115.45157,Australia,Leeuwin,5/15/2010,6002073,10,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cca9da5-7a68-11e6-bb23-23fbc77e3390,PPB3,The Springs,-38.276816,144.622383,Australia,Bassian,9/11/2009,3000019,3.6,80,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cd7bec4-7a68-11e6-bb23-23fbc77e3390,CAR25,Chichime SE,9.58341,-78.87863,Panama,Southwestern Caribbean,3/28/2011,1003693,2.5,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.8,QQ,ppt,0.1,NA,NA,NA
8cbe3f22-7a68-11e6-bb23-23fbc77e3390,ETP144,Brincanco SO,7.85345,-81.8025,Panama,Nicoya,3/21/2007,507003539,15,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8cd52636-7a68-11e6-bb23-23fbc77e3390,USEC8,Vaca Key Bight FL,24.69262,-81.060967,United States,Floridian,10/16/2010,1003780,2.5,83,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.8,QQ,ppt,0.1,NA,NA,NA
8cd9e208-7a68-11e6-bb23-23fbc77e3390,ETP56,Roca Matapalo,8.36985,-83.28786,Costa Rica,Nicoya,5/17/2011,506003846,12.5,81,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.4,QQ,ppt,0.1,NA,NA,NA
8ce26f91-7a68-11e6-bb23-23fbc77e3390,CAN21,Puertito de G??mar,28.294517,-16.37373,Spain,Azores Canaries Madeira,3/3/2012,912342055,2.1,81,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cca9dab-7a68-11e6-bb23-23fbc77e3390,JBMP15,Long Nose Point East,-35.07954,150.77962,Australia,Cape Howe,9/13/2009,2000927,9,83,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8ceb4ac0-7a68-11e6-bb23-23fbc77e3390,PAC112,North East Bay,-36.36258,174.85864,New Zealand,Northeastern New Zealand,10/27/2012,912342800,7,83,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cce6e43-7a68-11e6-bb23-23fbc77e3390,PPB27,Nepean Reef,-38.30423,144.646083,Australia,Bassian,2/25/2010,3000149,8,74,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cecaa87-7a68-11e6-bb23-23fbc77e3390,PAC155,Ruamahuaiti Island NE,-36.97078,176.08414,New Zealand,Northeastern New Zealand,11/24/2012,912342888,6,74,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8ce30be2-7a68-11e6-bb23-23fbc77e3390,CAN26,El Tablado Sur,28.23907,-16.40304,Spain,Azores Canaries Madeira,3/27/2012,912342070,7,80,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.8,QQ,ppt,0.1,NA,NA,NA
8cdf3aa1-7a68-11e6-bb23-23fbc77e3390,MIR1,Stapleton Point,-42.59278,147.9305,Australia,Bassian,1/14/2012,912340037,7,76,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cc8efae-7a68-11e6-bb23-23fbc77e3390,FP16,Toau Bommie,-15.9408,-145.91479,French Polynesia,Tuamotus,6/15/2009,689003040,2.5,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8cc9da2d-7a68-11e6-bb23-23fbc77e3390,COOK3,Aitutaki 3,-18.92829,-159.75881,Cook Islands,Southern Cook/Austral Islands,8/2/2009,682002939,1,84,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cc592fd-7a68-11e6-bb23-23fbc77e3390,SA10,Bakers Hole,-33.01207,134.18019,Australia,South Australian Gulfs,2/25/2009,5000405,2.5,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8cc7de0c-7a68-11e6-bb23-23fbc77e3390,NZ9,North of Trev s Rock,-35.47748,174.73709,New Zealand,Northeastern New Zealand,4/22/2009,64003162,9,81,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.9,QQ,ppt,0.1,NA,NA,NA
8cc01436-7a68-11e6-bb23-23fbc77e3390,WA53,Long Island west lagoon,-28.47634,113.77235,Australia,Houtman,3/24/2008,6002291,6,78,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8cbf50ce-7a68-11e6-bb23-23fbc77e3390,TAS76,Bird Island,-40.01106,147.86694,Australia,Cape Howe,1/31/2008,7000581,5,74,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8ce72b51-7a68-11e6-bb23-23fbc77e3390,NMP-C4,Yalobia Passage,-23.19995,113.76354,Australia,Ningaloo,7/27/2012,912340574,3,83,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cce472e-7a68-11e6-bb23-23fbc77e3390,SYD10,Georges Head,-33.83785,151.26139,Australia,Manning-Hawkesbury,2/24/2010,2001911,4,73,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8ccbfd80-7a68-11e6-bb23-23fbc77e3390,DE15,BoroniaReef,-42.99007,147.33,Australia,Bassian,12/8/2009,7000418,3,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8cecd1ad-7a68-11e6-bb23-23fbc77e3390,PAC160,Hahei I,-36.82129,175.7822,New Zealand,Northeastern New Zealand,12/13/2012,912342901,5,82,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.8,QQ,ppt,0.1,NA,NA,NA
8cec354a-7a68-11e6-bb23-23fbc77e3390,PAC145,Ruakikeno Point,-37.30475,176.26796,New Zealand,Northeastern New Zealand,11/16/2012,912342865,9,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cd65ee8-7a68-11e6-bb23-23fbc77e3390,ENC11,Port Noarlunga Jetty offshore,-35.149298,138.464297,Australia,South Australian Gulfs,2/3/2011,5002348,5,76,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cdb9004-7a68-11e6-bb23-23fbc77e3390,PS32,Fingal Is- North East,-32.74146,152.20201,Australia,Manning-Hawkesbury,6/25/2011,2002790,6,83,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8ce1ac10-7a68-11e6-bb23-23fbc77e3390,LHI25,Phillip Rock South,-31.51721,159.0343,Australia,Lord Howe and Norfolk Islands,2/27/2012,912340522,6,84,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cea120b-7a68-11e6-bb23-23fbc77e3390,PAC72,Moturahurahu Island N islet,-35.21855,174.16069,New Zealand,Northeastern New Zealand,9/30/2012,912342729,7,76,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cdc2c5b-7a68-11e6-bb23-23fbc77e3390,MED19,Port Bou,42.429199,3.163667,Spain,Western Mediterranean,7/20/2011,34003018,5.5,83,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35,QQ,ppt,0.1,NA,NA,NA
8cde28f9-7a68-11e6-bb23-23fbc77e3390,BMP-S20,Acron Ledge,-35.7203,150.24789,Australia,Cape Howe,11/28/2011,912340158,5.2,84,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cd797a7-7a68-11e6-bb23-23fbc77e3390,CAR20,Little Reef 3,12.58338,-81.68528,Colombia,Southwestern Caribbean,3/24/2011,1003686,3.9,82,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8cc3bde9-7a68-11e6-bb23-23fbc77e3390,TAS50,Dart Island,-43.02582,147.84665,Australia,Bassian,1/4/2009,7000636,6.2,84,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cc03b50-7a68-11e6-bb23-23fbc77e3390,WA37,Mudurup Rocks  Perth,-31.99853,115.75094,Australia,Leeuwin,3/29/2008,6002325,2.4,74,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8cc51dbb-7a68-11e6-bb23-23fbc77e3390,ACEH2,Rubiah Sea Garden,5.88102,95.26021,Indonesia,Western Sumatra,2/22/2009,62003088,5,73,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cef1c04-7a68-11e6-bb23-23fbc77e3390,PD-S16,West Pyramid,-43.29727936,145.8193359,Australia,Bassian,2/18/2013,912342633,10.3,84,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cccc041-7a68-11e6-bb23-23fbc77e3390,DE25,Nth Lucas Pt,-43.03203,147.33765,Australia,Bassian,1/11/2010,7000435,5,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cdb9002-7a68-11e6-bb23-23fbc77e3390,ETP113,El Cangreion,8.48361,-78.91944,Panama,Panama Bight,6/22/2011,507003906,4,75,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cc71a92-7a68-11e6-bb23-23fbc77e3390,SYD49,Fairlight,-33.80097,151.27415,Australia,Manning-Hawkesbury,3/29/2009,2001244,2.5,76,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cd72264-7a68-11e6-bb23-23fbc77e3390,CAR9,The Pinacles,13.3803,-81.33894,Colombia,Southwestern Caribbean,3/18/2011,1003654,4.5,83,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cdb68e9-7a68-11e6-bb23-23fbc77e3390,ETP111,Isla del Espiritu Santo,8.42954,-78.84869,Panama,Panama Bight,6/19/2011,507003235,4,78,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.1,QQ,ppt,0.1,NA,NA,NA
8cc1e97b-7a68-11e6-bb23-23fbc77e3390,ETP170,Horno de Pan,-1.49309,-80.8061,Ecuador,Guayaquil,9/16/2008,593003522,10,78,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.3,QQ,ppt,0.1,NA,NA,NA
8cd4d80a-7a68-11e6-bb23-23fbc77e3390,USWC17,Cottam Point  Nanaimo BC,49.315709,-124.21549,Canada,Puget Trough/Georgia Basin,9/24/2010,1003772,7,75,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.8,QQ,ppt,0.1,NA,NA,NA
8cc2852e-7a68-11e6-bb23-23fbc77e3390,TAS42,The Sheppards Fish Farm Sth,-43.0929,147.30049,Australia,Bassian,11/27/2008,7000526,5,80,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.6,QQ,ppt,0.1,NA,NA,NA
8cd610bd-7a68-11e6-bb23-23fbc77e3390,TAS83,Gulch SE,-41.87557,148.31241,Australia,Bassian,1/16/2011,7002857,4.5,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8cf00697-7a68-11e6-bb23-23fbc77e3390,TAS94,Blubber Head,-43.33258,147.06709,Australia,Bassian,3/4/2013,912342708,16,82,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8cc348a0-7a68-11e6-bb23-23fbc77e3390,TAS3,Great Taylors Bay,-43.43856,147.17373,Australia,Bassian,12/11/2008,7000551,5,84,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.6,QQ,ppt,0.1,NA,NA,NA
8ce09a67-7a68-11e6-bb23-23fbc77e3390,RSA7,Rheeders Reef,-34.02777,23.91403,South Africa,Agulhas Bank,2/17/2012,912341783,14.5,79,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8ce07357-7a68-11e6-bb23-23fbc77e3390,RSA2,Pyramid Rock,-34.23791,18.47747,South Africa,Agulhas Bank,2/13/2012,912341773,9,80,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cddb3b4-7a68-11e6-bb23-23fbc77e3390,BMP-S25,Bingie Bingie Point,-36.0129,150.16603,Australia,Cape Howe,10/22/2011,912340185,5.1,81,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.7,QQ,ppt,0.1,NA,NA,NA
8cdc5374-7a68-11e6-bb23-23fbc77e3390,SI22,North Rock,-29.97515,153.25885,Australia,Tweed-Moreton,7/30/2011,2002629,7.6,78,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,34.8,QQ,ppt,0.1,NA,NA,NA
8cc1260e-7a68-11e6-bb23-23fbc77e3390,PPB43,Foggy reef,-38.29448,144.62738,Australia,Bassian,6/22/2008,3000125,19,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8ce99cc2-7a68-11e6-bb23-23fbc77e3390,PAC60,Euaiki2,-21.10966,-174.97932,Tonga,Tonga Islands,9/15/2012,912341206,8,81,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8cc237ae-7a68-11e6-bb23-23fbc77e3390,JBMP45,Not Quite Warrens Reef,-35.11152,150.76649,Australia,Cape Howe,10/20/2008,2000944,15,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8cdaa56f-7a68-11e6-bb23-23fbc77e3390,ETP77,Uva Sur,7.8010333,-81.76105,Panama,Nicoya,5/29/2011,507003201,7,74,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cc19b50-7a68-11e6-bb23-23fbc77e3390,DE51,Tinderbox South,-43.06005,147.32439,Australia,Bassian,9/9/2008,7000516,5.5,83,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,35.7,QQ,ppt,0.1,NA,NA,NA
8ccb3a09-7a68-11e6-bb23-23fbc77e3390,DE10,Puncher s Reef,-42.90025,147.41045,Australia,Bassian,11/26/2009,7000408,5,80,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cd26698-7a68-11e6-bb23-23fbc77e3390,COR4,Petaj Bommie Milln Reef,-16.78849,146.26849,Australia,Central and Southern Great Barrier Reef,7/3/2010,4000692,5.8,76,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.6,QQ,ppt,0.1,NA,NA,NA
8ce8640d-7a68-11e6-bb23-23fbc77e3390,CAN43,Espig?n G?imar,28.2878,-16.37839,Spain,Azores Canaries Madeira,8/17/2012,912340444,4.4,73,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34.9,QQ,ppt,0.1,NA,NA,NA
8cc2d360-7a68-11e6-bb23-23fbc77e3390,NSW5,Chip mill E of jetty,-37.10036,149.9285,Australia,Cape Howe,12/9/2008,2001425,9,83,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8ce3cf5e-7a68-11e6-bb23-23fbc77e3390,PS41,Boondlebah Island West,-32.708,152.225,Australia,Manning-Hawkesbury,4/15/2012,912340260,9.5,74,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cdbb718-7a68-11e6-bb23-23fbc77e3390,MED4,Cabo Grosso,40.6981,13.918467,Italy,Western Mediterranean,7/6/2011,39003130,7.5,73,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.2,QQ,ppt,0.1,NA,NA,NA
8cead577-7a68-11e6-bb23-23fbc77e3390,PAC100,Pitokuku Island,-36.25542,175.4917,New Zealand,Northeastern New Zealand,10/19/2012,912342782,6,73,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cbf77dc-7a68-11e6-bb23-23fbc77e3390,ENC3,2nd Valley Boat Shed,-35.50945,138.21449,Australia,South Australian Gulfs,2/6/2008,5000358,6.1,74,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,34,QQ,ppt,0.1,NA,NA,NA
8cc51db6-7a68-11e6-bb23-23fbc77e3390,SA11,Cave Bay,-33.01073,134.17133,Australia,South Australian Gulfs,2/21/2009,5000373,2.6,76,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.5,QQ,ppt,0.1,NA,NA,NA
8cd7bec2-7a68-11e6-bb23-23fbc77e3390,SYD38,Middle Head Sth,-33.82827,151.26574,Australia,Manning-Hawkesbury,3/27/2011,2002743,8.7,79,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8ce10fb0-7a68-11e6-bb23-23fbc77e3390,LHI33,Signal Point,-31.52736,159.05983,Australia,Lord Howe and Norfolk Islands,2/22/2012,912340469,0.5,76,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,37,QQ,ppt,0.1,NA,NA,NA
8ce04c3c-7a68-11e6-bb23-23fbc77e3390,SMP2,MRSPZ1,-32.35994,115.68916,Australia,Leeuwin,2/11/2012,912342525,4,78,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8cd1f153-7a68-11e6-bb23-23fbc77e3390,QLD27,Smith Is,-18.03613,146.20003,Australia,Central and Southern Great Barrier Reef,6/27/2010,4000790,5,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8ce83cee-7a68-11e6-bb23-23fbc77e3390,PAC19,Suwarrow SE Channel Reef,-13.25037,-163.09197,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,8/9/2012,912341127,5,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.9,QQ,ppt,0.1,NA,NA,NA
8cc8a0cf-7a68-11e6-bb23-23fbc77e3390,MI1,Tahuata Nth,-9.88992,-139.07823,French Polynesia,Marquesas,5/26/2009,689003033,7,77,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cef6a69-7a68-11e6-bb23-23fbc77e3390,PD-S18,Breaksea Island South,-43.33358002,145.9666748,Australia,Bassian,2/21/2013,912342657,5.2,73,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.2,QQ,ppt,0.1,NA,NA,NA
8cc608ef-7a68-11e6-bb23-23fbc77e3390,ACEH20,Ujung Rubiah,5.88679,95.25651,Indonesia,Western Sumatra,3/1/2009,62003106,6,80,Not Jason Mai,degreeF,0.1,NA,8,not me,no unit,0.1,NA,NA,NA,36.1,QQ,ppt,0.1,NA,NA,NA
8cef1c00-7a68-11e6-bb23-23fbc77e3390,PD-S13,"Shark Jaw Gulch, 10m",-43.30932999,145.8427734,Australia,Bassian,2/18/2013,912342629,10.3,82,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,34.7,QQ,ppt,0.1,NA,NA,NA
8ccc4afd-7a68-11e6-bb23-23fbc77e3390,SYD43,Grotto Point Lighthouse,-33.81848,151.26069,Australia,Manning-Hawkesbury,12/12/2009,2000972,6.4,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,34.5,QQ,ppt,0.1,NA,NA,NA
8cd26692-7a68-11e6-bb23-23fbc77e3390,COR2,Moore Reef,-16.88857,146.191837,Australia,Central and Southern Great Barrier Reef,7/2/2010,4000689,5.1,75,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.3,QQ,ppt,0.1,NA,NA,NA
8ccc7215-7a68-11e6-bb23-23fbc77e3390,SYD46,Little Manly Bay,-33.808495,151.2845,Australia,Manning-Hawkesbury,12/13/2009,2001354,3,79,Not Jason Mai,degreeF,0.1,NA,7.9,not me,no unit,0.1,NA,NA,NA,35.1,QQ,ppt,0.1,NA,NA,NA
8cdcc933-7a68-11e6-bb23-23fbc77e3390,NIUE5,Limu Pool  Namukulu,-18.97603,-169.89648,Niue,Tonga Islands,9/14/2011,683003934,1.5,75,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.4,QQ,ppt,0.1,NA,NA,NA
8cc0fef6-7a68-11e6-bb23-23fbc77e3390,JBMP13,Tubes JB,-35.08388,150.79939,Australia,Cape Howe,6/8/2008,2001562,11,79,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,35.8,QQ,ppt,0.1,NA,NA,NA
8cec5c68-7a68-11e6-bb23-23fbc77e3390,PAC146,Big Volkner Rock,-37.47694,177.13533,New Zealand,Northeastern New Zealand,11/21/2012,912342867,12,74,Not Jason Mai,degreeF,0.1,NA,7.8,not me,no unit,0.1,NA,NA,NA,36.4,QQ,ppt,0.1,NA,NA,NA
8cead57a-7a68-11e6-bb23-23fbc77e3390,PAC103,Waikaro Point2,-36.10839,175.43787,New Zealand,Northeastern New Zealand,10/20/2012,912342348,8.1,77,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.2,QQ,ppt,0.1,NA,NA,NA
8ced6dfe-7a68-11e6-bb23-23fbc77e3390,KER8,Nash Pt,-29.283432,-177.89233,New Zealand,Kermadec Island,12/31/2012,912342409,15,78,Not Jason Mai,degreeF,0.1,NA,8.1,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
8cc3e4fa-7a68-11e6-bb23-23fbc77e3390,TAS49,Sympathy Point,-43.03201,147.84066,Australia,Bassian,1/4/2009,7000638,4.4,80,Not Jason Mai,degreeF,0.1,NA,8.2,not me,no unit,0.1,NA,NA,NA,36.3,QQ,ppt,0.1,NA,NA,NA
